user_id,email,name,age,gender,city,signup_date,channel,signup_device,vip_grade,marketing_consent,last_login_date,total_spent,order_count,churn,engagement_score,support_tickets,support_level,onboarding_type,week1_activity_score,pre_promo_spent,post_promo_spent
180,u000180@outlook.com,전서연,48,M,경북,07AUG2023,paid_search,pc,bronze,1,15MAY2025,176630,1,1,85.6,2,High,C,66.0,39110,47181
181,u000181@kakao.com,최시우,40,F,경북,04JAN2024,social,mobile,platinum,1,08FEB2025,2683705,6,1,71.7,0,Low,C,58.3,70306,74106
182,u000182@kakao.com,김서연,35,F,서울,04APR2024,social,pc,silver,1,08JUN2024,389440,3,1,43.4,1,Low,C,35.1,52907,65241
183,u000183@kakao.com,권채원,46,F,경기,25AUG2024,social,mobile,vip,0,,5113765,5,1,56.7,0,Low,B,52.0,42658,47865
184,u000184@kakao.com,안유진,30,F,부산,29MAY2026,organic,mobile,bronze,1,29MAY2026,192715,3,0,57.9,0,Low,B,46.1,66698,74980
185,u000185@gmail.com,류지우,35,F,부산,21APR2023,paid_search,mobile,platinum,1,05MAR2026,2281250,8,1,59.8,0,Low,B,53.2,29197,25187
186,u000186@naver.com,신준우,56,F,광주,20JUN2026,email,pc,gold,0,20JUN2026,1457870,6,0,68.5,0,Low,C,61.4,44146,46007
187,u000187@kakao.com,류다은,38,F,강원,05OCT2024,organic,mobile,platinum,1,05OCT2024,2402975,6,1,68.9,1,Low,C,70.9,54578,65097
188,u000188@hanmail.net,송도윤,32,F,제주,30DEC2024,organic,mobile,vip,1,23DEC2025,3057235,3,1,64.0,0,Low,A,37.2,23606,32574
189,u000189@gmail.com,이현우,47,M,부산,30JAN2026,other,mobile,platinum,1,17FEB2026,2430060,3,1,52.4,1,Low,C,50.7,57401,74660
190,u000190@outlook.com,강서연,31,M,전남,11JAN2025,social,mobile,vip,1,11SEP2025,3365380,4,1,46.8,3,High,A,58.8,48447,48148
191,u000191@gmail.com,서다은,51,M,경북,04AUG2023,organic,pc,platinum,0,26JAN2026,2106880,3,1,56.4,2,High,B,68.1,39793,40458
192,u000192@daum.net,안소율,18,M,전북,29MAR2024,email,mobile,vip,0,23NOV2024,3357820,6,1,76.5,2,High,C,65.6,48178,51707
193,u000193@kakao.com,강서윤,47,M,부산,04JUL2026,organic,mobile,bronze,1,04JUL2026,215800,3,0,54.9,2,High,A,51.2,27430,27395
194,u000194@hanmail.net,정지호,23,F,경기,11DEC2023,referral,pc,silver,1,12JUL2025,456600,1,1,39.0,4,High,B,51.4,51660,56865
195,u000195@naver.com,조지유,41,M,전북,18NOV2024,other,mobile,bronze,1,,0,0,1,45.0,3,High,A,51.2,40659,38859
196,u000196@naver.com,김준우,17,M,대구,21MAR2023,organic,mobile,platinum,0,,1622435,3,1,65.0,0,Low,B,65.8,38369,33372
197,u000197@outlook.com,서지원,27,M,경남,17MAR2025,other,mobile,gold,1,04SEP2025,1462905,3,1,48.5,1,Low,A,47.4,46937,58833
198,u000198@hanmail.net,류유진,31,M,충남,27APR2025,paid_search,pc,bronze,1,06OCT2025,123600,2,1,52.3,0,Low,C,66.6,73627,74100
199,u000199@gmail.com,김주원,30,F,서울,02FEB2026,paid_search,mobile,bronze,0,02FEB2026,54480,1,1,48.8,2,High,A,51.0,40351,49019
200,u000200@hanmail.net,서현우,34,F,경기,18NOV2025,referral,pc,vip,1,23NOV2025,6823070,4,1,59.2,3,High,C,62.8,59944,68416
201,u000201@daum.net,한채원,40,F,서울,11MAY2025,email,pc,platinum,0,02MAY2026,1537750,5,0,64.4,0,Low,B,60.7,71303,77823
202,u000202@gmail.com,조하윤,49,M,강원,21SEP2025,organic,mobile,bronze,1,21SEP2025,192950,1,1,58.8,2,High,A,52.5,27792,30990
203,u000203@outlook.com,전지안,38,M,대전,19SEP2023,social,pc,platinum,1,24MAY2026,1684440,2,0,74.0,0,Low,A,49.6,44768,49212
204,u000204@daum.net,박준호,14,M,서울,25JAN2024,social,mobile,bronze,1,28APR2025,142600,2,1,64.0,2,High,A,59.0,5000,6850
205,u000205@naver.com,김시우,35,M,경기,14FEB2026,referral,mobile,bronze,0,,25610,1,1,29.4,1,Low,B,49.5,63889,70263
206,u000206@outlook.com,윤준호,26,F,부산,01MAR2023,organic,mobile,vip,1,21JAN2025,4847365,6,1,57.7,6,High,C,60.3,45511,49919
207,u000207@kakao.com,안윤서,17,F,경기,06OCT2025,social,mobile,vip,0,06OCT2025,5045435,6,1,76.4,2,High,B,58.3,60993,66911
208,u000208@daum.net,서민서,41,M,전북,11JUN2026,organic,mobile,platinum,0,11JUN2026,1751850,3,0,67.1,0,Low,B,44.3,45265,54092
209,u000209@hanmail.net,신윤서,44,F,부산,09JUL2026,organic,mobile,bronze,0,09JUL2026,184620,1,0,58.1,1,Low,B,68.6,50255,57045
210,u000210@kakao.com,정지우,49,F,경기,22MAR2025,paid_search,tablet,platinum,1,11AUG2025,2839900,2,1,100.0,2,High,B,49.5,40107,39648
211,u000211@naver.com,강민서,23,M,경기,31JUL2025,organic,pc,vip,0,31JUL2025,3904700,6,1,74.3,0,Low,A,49.4,47991,57248
212,u000212@hanmail.net,강지원,14,F,서울,31MAY2024,social,tablet,silver,0,23OCT2024,663100,1,1,70.1,1,Low,B,38.5,50931,49678
213,u000213@daum.net,윤주원,23,F,울산,18JAN2025,referral,tablet,gold,1,05OCT2025,1485980,2,1,71.7,3,High,C,69.0,47114,45526
214,u000214@hanmail.net,서유진,34,M,경기,10DEC2023,referral,mobile,vip,1,25MAR2026,3983525,4,1,75.6,3,High,B,72.1,63590,64273
215,u000215@kakao.com,송수아,32,M,경기,30APR2023,other,mobile,vip,1,28NOV2024,4262575,3,1,64.2,1,Low,B,40.8,22305,28388
216,u000216@hanmail.net,최지우,36,F,부산,14SEP2024,paid_search,pc,vip,0,18JAN2026,4519280,3,1,78.2,0,Low,C,49.5,73210,81569
217,u000217@daum.net,안소율,21,M,서울,02JUL2023,other,mobile,vip,1,23JUL2024,7277390,5,1,64.6,1,Low,A,49.3,56443,50609
218,u000218@gmail.com,정은우,15,F,충남,18FEB2025,organic,pc,vip,1,18FEB2025,6495410,8,1,70.0,0,Low,C,55.1,44784,44112
219,u000219@outlook.com,박유진,26,U,전남,30JUL2023,referral,pc,vip,0,08DEC2024,5336095,4,1,64.5,3,High,B,50.3,61320,74047
220,u000220@naver.com,최유진,30,F,대구,29SEP2023,other,mobile,bronze,1,25OCT2025,40500,1,1,48.5,1,Low,A,31.5,53437,63482
221,u000221@naver.com,정윤서,39,M,서울,06JUN2023,referral,mobile,platinum,1,,1678260,3,1,89.4,2,High,B,49.3,41762,39363
222,u000222@kakao.com,신하은,50,M,경기,19FEB2024,referral,mobile,gold,0,08SEP2025,933550,2,1,33.9,1,Low,B,73.3,46558,45396
223,u000223@hanmail.net,권예준,47,M,경기,07JAN2024,paid_search,mobile,silver,1,15DEC2025,386200,3,1,62.7,1,Low,A,45.9,31909,30749
224,u000224@hanmail.net,전윤서,35,F,충남,10DEC2023,organic,pc,platinum,0,03NOV2024,1873225,2,1,41.0,1,Low,A,67.5,33900,35673
225,u000225@daum.net,안유진,44,M,전남,30APR2023,paid_search,pc,silver,0,15MAR2025,614640,7,1,49.7,4,High,A,41.6,44894,44137
226,u000226@naver.com,강민서,27,F,서울,13NOV2023,email,mobile,silver,1,03DEC2024,428305,3,1,68.1,0,Low,C,65.8,56324,61339
227,u000227@naver.com,임도윤,26,M,경북,12OCT2023,paid_search,tablet,gold,0,20JUN2024,919390,4,1,58.0,1,Low,B,41.5,36688,40837
228,u000228@kakao.com,황지원,42,F,서울,16FEB2026,organic,pc,gold,1,16FEB2026,1250570,4,1,45.2,0,Low,A,51.2,34861,42305
229,u000229@naver.com,안서윤,31,M,전북,15JUL2025,referral,mobile,bronze,1,25FEB2026,239480,5,1,43.6,2,High,B,56.8,70594,81459
230,u000230@daum.net,신예준,35,M,경기,18SEP2023,paid_search,mobile,bronze,0,11JUN2024,19400,1,1,54.8,1,Low,C,51.1,14770,12711
231,u000231@daum.net,전예준,27,M,서울,21JAN2023,paid_search,pc,bronze,1,24DEC2024,191400,1,1,42.6,0,Low,B,53.7,45909,53172
232,u000232@outlook.com,오유진,35,M,강원,08SEP2024,organic,mobile,gold,0,02OCT2024,1311000,4,1,61.7,0,Low,C,45.5,51575,49280
233,u000233@outlook.com,장민준,32,M,전북,03JUN2024,organic,mobile,vip,1,04JAN2026,3108380,4,1,65.7,2,High,C,38.3,50610,55158
234,u000234@naver.com,권민준,57,M,경기,08JAN2026,paid_search,mobile,vip,1,,4949975,3,1,61.6,1,Low,C,44.2,40277,45474
235,u000235@kakao.com,오지안,34,F,경기,10APR2026,referral,mobile,gold,1,10APR2026,814095,7,1,83.5,4,High,A,48.8,32847,34497
236,u000236@daum.net,신지훈,34,M,대전,15DEC2023,organic,mobile,platinum,1,15NOV2025,2092500,1,1,69.9,0,Low,B,41.4,56984,60107
237,u000237@outlook.com,송채원,36,F,서울,26NOV2023,organic,mobile,vip,1,19SEP2025,3809975,5,1,41.6,2,High,B,50.2,45619,45160
238,u000238@kakao.com,전현우,31,M,서울,19JUN2026,social,mobile,silver,1,19JUN2026,312975,2,0,55.7,0,Low,C,60.4,37339,45592
239,u000239@hanmail.net,강은우,20,M,서울,09JUN2024,organic,mobile,bronze,1,25MAY2025,244200,1,1,44.3,2,High,C,59.0,62347,74351
240,u000240@naver.com,최유진,64,M,전북,22OCT2025,paid_search,mobile,gold,1,24MAY2026,874320,1,0,67.7,1,Low,A,51.4,51216,53662
241,u000241@hanmail.net,오은우,42,M,대구,05AUG2025,organic,mobile,vip,1,05AUG2025,3232850,3,1,55.5,0,Low,B,41.4,58057,63282
242,u000242@hanmail.net,서예은,44,F,서울,01JAN2023,paid_search,mobile,vip,1,29MAR2026,4929255,4,1,68.2,1,Low,C,58.4,55164,62060
243,u000243@naver.com,류서연,51,M,경기,04AUG2023,organic,pc,gold,1,01NOV2025,1273115,3,1,65.1,0,Low,B,47.4,42745,43587
244,u000244@hanmail.net,서도윤,44,M,대구,26JUN2023,organic,mobile,vip,1,03MAY2025,10022845,6,1,89.7,3,High,C,50.0,69508,77282
245,u000245@naver.com,오윤서,42,M,울산,09JAN2023,organic,mobile,platinum,1,,2398955,1,1,47.9,5,High,A,48.8,47140,48442
246,u000246@outlook.com,전지민,32,M,인천,22MAR2023,organic,mobile,bronze,1,08APR2025,179435,1,1,47.4,2,High,C,66.7,56083,61392
247,u000247@kakao.com,박다은,34,M,경북,09MAR2026,social,mobile,silver,1,09MAR2026,701800,3,1,50.2,1,Low,A,38.3,37408,37039
248,u000248@hanmail.net,박윤서,34,F,울산,06MAY2025,referral,mobile,bronze,0,11APR2026,0,0,0,34.6,1,Low,C,66.9,51341,54023
249,u000249@hanmail.net,신지훈,30,F,인천,17MAR2026,organic,mobile,platinum,1,,1536490,3,1,82.0,0,Low,B,47.4,76280,80195
250,u000250@daum.net,송다은,54,U,경기,26MAY2024,paid_search,pc,vip,1,24SEP2024,8073490,7,1,80.8,6,High,B,52.2,63065,72193
251,u000251@hanmail.net,류서연,38,M,경기,28OCT2025,organic,mobile,platinum,1,28OCT2025,1881310,6,1,45.4,4,High,A,52.3,41430,47826
252,u000252@gmail.com,임주원,34,M,부산,02DEC2023,referral,pc,platinum,1,13APR2026,1972620,4,0,73.0,2,High,B,60.1,67744,76180
253,u000253@outlook.com,안채원,39,U,대구,12DEC2023,paid_search,mobile,bronze,1,08AUG2024,181840,2,1,78.2,3,High,C,60.3,64958,75052
254,u000254@hanmail.net,권지민,22,F,경기,09APR2025,referral,mobile,gold,0,,1430710,4,1,72.4,1,Low,A,48.6,56879,61522
255,u000255@hanmail.net,류지유,29,F,서울,15JUL2024,paid_search,mobile,vip,1,25MAR2026,7944920,4,1,56.5,0,Low,C,45.6,42213,44840
256,u000256@daum.net,장다은,37,F,대구,12SEP2023,social,pc,gold,0,29SEP2025,1075370,8,1,51.8,1,Low,A,49.4,73033,82681
257,u000257@gmail.com,최은우,26,U,경기,23MAR2023,organic,mobile,gold,1,13JUL2025,1159600,1,1,74.2,1,Low,B,67.1,42055,44155
258,u000258@kakao.com,권다은,29,F,경남,21AUG2024,social,mobile,vip,0,26APR2025,5541030,3,1,62.2,0,Low,B,54.3,55721,63944
259,u000259@naver.com,류하준,36,F,충남,20MAY2023,organic,mobile,vip,0,06FEB2025,7796110,5,1,80.8,1,Low,B,46.7,52993,56422
260,u000260@hanmail.net,황현우,28,M,광주,01OCT2023,organic,pc,silver,1,,688900,1,1,65.7,1,Low,A,43.9,51532,66860
261,u000261@kakao.com,윤하윤,21,F,경기,22JAN2025,social,mobile,platinum,0,22JAN2025,2165050,3,1,50.6,1,Low,C,46.0,71663,77232
262,u000262@outlook.com,안채원,39,M,서울,05NOV2023,paid_search,mobile,gold,1,20APR2025,930410,5,1,56.5,1,Low,C,53.5,55238,63355
263,u000263@kakao.com,김서현,21,M,서울,10JUL2025,paid_search,mobile,bronze,1,10JUL2025,24505,1,1,6.0,3,High,C,69.2,61481,64271
264,u000264@naver.com,조예은,45,F,서울,31MAR2023,organic,tablet,platinum,1,09APR2025,2506240,6,1,50.4,3,High,C,62.1,30467,31176
265,u000265@naver.com,송수아,32,F,대구,25JUN2026,email,mobile,vip,0,25JUN2026,4805230,5,0,66.2,0,Low,A,31.1,45600,46257
266,u000266@kakao.com,오도윤,42,F,부산,18NOV2024,referral,mobile,platinum,1,21NOV2025,2288045,5,1,47.0,1,Low,C,61.7,58425,60578
267,u000267@gmail.com,황도윤,38,M,대구,09MAY2024,paid_search,mobile,bronze,0,21DEC2025,0,0,1,63.3,2,High,A,56.0,50032,57697
268,u000268@daum.net,김준우,30,F,인천,18MAR2023,organic,pc,vip,0,19MAY2025,7490795,8,1,56.8,2,High,C,61.1,5000,4130
269,u000269@kakao.com,권예은,46,M,충남,03NOV2024,social,mobile,vip,1,03NOV2024,3622300,5,1,61.0,1,Low,B,50.3,50127,54316
270,u000270@outlook.com,조은우,36,F,경북,08AUG2024,referral,tablet,platinum,1,,2409790,4,1,64.6,2,High,B,57.7,62192,68920
271,u000271@outlook.com,안주원,41,F,경기,06JAN2026,paid_search,mobile,vip,1,,5815825,3,1,89.7,2,High,C,74.6,55914,66871
272,u000272@naver.com,박지호,37,F,인천,27FEB2023,organic,mobile,platinum,1,05JUL2026,1939000,6,0,43.4,2,High,B,49.2,58379,68376
273,u000273@daum.net,한지우,39,M,서울,09MAR2026,organic,mobile,platinum,1,10MAY2026,2226400,7,0,77.0,0,Low,C,63.1,64607,78561
274,u000274@naver.com,강도윤,34,F,인천,20FEB2025,paid_search,pc,gold,1,24FEB2026,1354860,2,1,59.3,3,High,B,41.7,38485,38470
275,u000275@kakao.com,강서현,33,F,경기,01AUG2025,paid_search,mobile,silver,1,01AUG2025,543920,3,1,42.9,1,Low,C,46.2,64961,74782
276,u000276@daum.net,권채원,23,M,부산,26JUN2025,paid_search,tablet,silver,1,27SEP2025,438700,1,1,60.3,4,High,B,50.4,58856,58951
277,u000277@naver.com,조서연,33,F,경남,27AUG2025,paid_search,mobile,silver,1,27AUG2025,305370,5,1,55.8,1,Low,C,65.8,45069,51019
278,u000278@naver.com,한예준,32,M,대구,01JUN2024,paid_search,pc,vip,0,,5635300,2,1,63.7,4,High,C,57.0,45184,59098
279,u000279@outlook.com,안지민,43,M,대구,18DEC2024,organic,mobile,vip,1,04DEC2025,8081820,11,1,76.7,0,Low,A,63.1,47547,53945
280,u000280@gmail.com,송서연,21,F,서울,11JUN2026,social,mobile,platinum,1,11JUN2026,1856790,4,0,56.3,1,Low,B,56.1,54687,64465
281,u000281@naver.com,류민서,32,F,충북,03SEP2024,social,mobile,platinum,1,26DEC2025,2274620,3,1,64.0,2,High,B,43.5,49790,57099
282,u000282@hanmail.net,윤유진,47,F,서울,06NOV2023,paid_search,mobile,bronze,1,,110200,3,1,58.3,0,Low,A,46.1,36829,39884
283,u000283@kakao.com,전지안,35,M,서울,30JAN2023,social,mobile,bronze,1,24AUG2025,77760,1,1,68.9,2,High,B,61.2,53298,57413
284,u000284@hanmail.net,윤지민,30,F,부산,04APR2024,referral,mobile,platinum,1,20AUG2025,2207520,5,1,46.8,1,Low,B,57.8,30418,41052
285,u000285@kakao.com,한지민,28,F,경기,23APR2023,email,pc,platinum,1,28MAR2025,1742140,4,1,87.4,3,High,B,61.1,92052,104395
286,u000286@gmail.com,박지훈,36,F,충남,01DEC2024,organic,mobile,vip,1,13OCT2025,3389920,3,1,41.4,5,High,B,66.0,67323,70928
287,u000287@kakao.com,신지우,48,F,서울,30MAR2026,email,mobile,vip,1,30MAR2026,3014800,3,1,62.9,1,Low,C,74.8,46490,54199
288,u000288@gmail.com,장시우,32,U,경기,16OCT2023,organic,mobile,bronze,0,28SEP2024,112000,1,1,57.4,1,Low,A,47.0,70020,81459
289,u000289@outlook.com,김지훈,31,F,전남,08FEB2024,email,mobile,vip,1,29MAY2025,7263850,5,1,77.8,1,Low,A,63.7,35886,42937
290,u000290@outlook.com,김시우,46,M,인천,05FEB2025,organic,pc,silver,0,04JUL2026,662690,4,0,48.1,0,Low,B,40.6,63457,65176
291,u000291@daum.net,오주원,25,M,인천,24NOV2024,organic,mobile,silver,1,24NOV2024,658700,2,1,53.3,1,Low,A,62.5,37352,41067
292,u000292@hanmail.net,한하윤,21,F,세종,21AUG2023,social,pc,vip,0,,3869575,3,1,60.9,1,Low,B,50.9,39382,39313
293,u000293@outlook.com,김시우,32,F,인천,31AUG2024,other,pc,bronze,0,,27650,1,1,39.4,3,High,A,53.6,66546,62951
294,u000294@hanmail.net,전시우,28,F,경기,21FEB2026,organic,pc,gold,0,21FEB2026,1304600,3,1,69.6,1,Low,B,63.8,51669,67766
295,u000295@gmail.com,오지우,44,F,경기,22JUN2026,social,mobile,silver,0,22JUN2026,417345,4,0,58.8,3,High,B,46.9,65330,64921
296,u000296@hanmail.net,안지민,40,F,경기,21JUL2024,other,mobile,platinum,1,26OCT2024,1634980,3,1,51.6,1,Low,B,63.8,43167,43912
297,u000297@hanmail.net,권예은,42,F,서울,24JUL2025,organic,mobile,bronze,1,24JUL2025,85400,1,1,60.5,1,Low,C,59.1,64445,69601
298,u000298@gmail.com,이채원,26,M,세종,17MAY2024,organic,mobile,bronze,1,,0,0,1,46.7,0,Low,B,56.9,70536,80360
299,u000299@gmail.com,송하은,43,F,울산,19JUN2023,organic,mobile,platinum,0,29OCT2025,1741420,7,1,70.8,0,Low,C,45.5,56637,59695
300,u000300@naver.com,황서윤,49,M,서울,03MAY2026,social,pc,bronze,1,03MAY2026,188630,2,0,59.6,1,Low,C,57.9,52377,52682
301,u000301@hanmail.net,최채원,19,F,서울,21OCT2023,referral,pc,gold,1,28SEP2024,1493590,2,1,49.4,8,High,A,56.7,43606,51117
302,u000302@hanmail.net,윤지유,27,F,경기,26MAY2024,organic,mobile,bronze,1,01JUL2024,292500,1,1,46.2,1,Low,A,50.8,63871,69316
303,u000303@daum.net,이지안,28,F,부산,16JUN2024,paid_search,mobile,vip,1,02FEB2026,16168955,3,1,97.5,0,Low,A,54.7,23617,21430
304,u000304@hanmail.net,신지우,35,M,대전,06JUN2025,paid_search,pc,silver,1,17OCT2025,605560,2,1,63.2,1,Low,B,69.1,52782,55865
305,u000305@gmail.com,권다은,21,F,부산,20MAY2025,organic,pc,vip,0,21AUG2025,6318440,4,1,72.3,4,High,B,63.2,54272,57366
306,u000306@kakao.com,장현우,33,M,전북,22SEP2024,referral,mobile,platinum,1,03FEB2026,1521800,3,1,61.3,1,Low,A,51.7,45424,43574
307,u000307@naver.com,이시우,36,F,대전,16FEB2025,organic,pc,bronze,1,28DEC2025,38400,3,1,63.4,1,Low,B,46.1,57630,56739
308,u000308@gmail.com,안민서,36,F,서울,17DEC2025,organic,mobile,bronze,1,17DEC2025,0,0,1,35.4,2,High,A,64.9,58945,62105
309,u000309@kakao.com,임채원,28,M,전남,08AUG2025,paid_search,mobile,vip,1,08AUG2025,5406060,3,1,77.6,2,High,A,58.7,54653,61141
310,u000310@outlook.com,장지호,22,M,경기,02APR2023,paid_search,mobile,vip,1,17AUG2024,6221690,3,1,69.9,1,Low,A,47.6,59443,66914
311,u000311@outlook.com,이시우,44,F,경기,20JUL2023,social,mobile,silver,1,19DEC2025,388200,2,1,51.4,2,High,B,48.6,44375,57143
312,u000312@hanmail.net,류지유,38,M,대전,02JUL2023,organic,pc,gold,1,18JAN2025,935185,4,1,71.0,2,High,C,61.3,62492,59989
313,u000313@gmail.com,안하준,38,M,경기,01AUG2025,referral,mobile,vip,0,01AUG2025,8157065,6,1,86.2,2,High,C,54.1,51352,54363
314,u000314@hanmail.net,한준호,38,F,경기,26MAY2024,email,pc,gold,0,14DEC2025,1033965,3,1,67.9,1,Low,C,66.4,57352,61353
315,u000315@daum.net,안시우,60,F,경기,09MAR2025,referral,mobile,platinum,0,09MAR2025,2180430,8,1,78.6,2,High,C,48.6,60468,69792
316,u000316@daum.net,임지원,49,F,부산,18MAR2024,organic,mobile,bronze,1,11MAY2026,55100,1,0,48.4,1,Low,B,55.3,35374,37024
317,u000317@naver.com,송지훈,35,M,광주,15SEP2024,organic,pc,platinum,0,03OCT2025,2551180,3,1,72.0,1,Low,A,38.9,66596,69439
318,u000318@kakao.com,강준우,48,F,부산,20FEB2023,email,mobile,gold,0,26JAN2026,819520,4,1,52.8,1,Low,A,37.8,56052,54397
319,u000319@gmail.com,황도윤,15,F,경북,03JAN2026,other,pc,bronze,1,20FEB2026,106800,1,1,54.0,2,High,C,60.9,26464,28612
320,u000320@naver.com,송유진,27,M,경북,25DEC2024,social,pc,bronze,0,,118560,1,1,48.6,2,High,B,62.4,57307,64114
321,u000321@hanmail.net,전민준,36,U,경기,11DEC2023,organic,mobile,vip,0,03JUN2025,8071525,5,1,77.0,3,High,C,68.7,46929,49030
322,u000322@gmail.com,송채원,32,F,서울,04JUN2025,paid_search,pc,platinum,0,15JUN2026,1522520,1,0,67.3,1,Low,B,42.6,51416,54053
323,u000323@gmail.com,김다은,35,M,광주,22FEB2024,social,mobile,platinum,1,22FEB2026,1983080,3,1,51.3,3,High,C,52.2,74336,77907
324,u000324@hanmail.net,박윤서,36,F,서울,17JUN2023,organic,pc,vip,1,24FEB2025,9008335,9,1,100.0,2,High,C,59.8,47510,52323
325,u000325@naver.com,권윤서,24,F,경기,04AUG2024,social,mobile,vip,1,,4624515,3,1,56.4,1,Low,B,59.1,44797,44094
326,u000326@naver.com,전채원,25,F,대전,19JUL2024,email,mobile,bronze,1,07JUL2025,26180,1,1,31.5,2,High,B,52.3,56058,61075
327,u000327@daum.net,임현우,64,F,경기,12MAY2026,paid_search,mobile,vip,1,12MAY2026,6409670,3,0,87.3,0,Low,A,59.1,40446,49529
328,u000328@gmail.com,정지유,36,M,충남,10DEC2023,organic,mobile,bronze,0,29APR2025,255020,3,1,62.7,3,High,C,66.6,53129,64715
329,u000329@naver.com,권서연,40,F,경기,06JAN2023,social,mobile,vip,1,08JUL2026,3862700,4,0,74.9,0,Low,A,45.4,34914,38764
330,u000330@gmail.com,신하준,27,F,경기,09JAN2024,paid_search,mobile,gold,1,09MAY2025,1233975,2,1,66.5,1,Low,C,62.9,62418,65515
331,u000331@daum.net,권준우,40,M,경기,11MAY2023,email,mobile,vip,0,15MAY2026,6696880,3,0,73.1,0,Low,C,66.5,68329,69722
332,u000332@kakao.com,임지안,27,M,경북,11DEC2025,organic,mobile,silver,1,15JAN2026,758360,3,1,45.1,1,Low,B,53.4,56796,63482
333,u000333@kakao.com,장수아,48,M,경북,10OCT2025,organic,pc,platinum,1,10OCT2025,2848960,2,1,65.3,1,Low,C,71.2,53109,60751
334,u000334@daum.net,오하준,46,F,경기,12FEB2025,organic,pc,bronze,0,12FEB2025,30080,1,1,38.5,1,Low,A,56.9,59317,66286
335,u000335@outlook.com,조하은,35,F,전남,14FEB2026,referral,mobile,vip,0,14FEB2026,11302500,5,1,92.9,1,Low,C,67.5,77797,87243
336,u000336@gmail.com,정유진,41,F,부산,07AUG2023,paid_search,mobile,platinum,0,16OCT2025,2948805,4,1,62.8,0,Low,B,47.5,24438,30745
337,u000337@naver.com,임준우,29,M,경기,05SEP2025,organic,mobile,bronze,1,05SEP2025,53380,2,1,37.7,2,High,C,58.8,15307,11839
338,u000338@naver.com,윤예준,14,M,서울,10OCT2023,social,pc,platinum,1,22MAY2026,1903785,4,0,57.2,3,High,C,65.2,36034,44981
339,u000339@outlook.com,전현우,22,M,부산,13MAR2023,social,pc,vip,1,17SEP2024,3479140,6,1,71.3,0,Low,B,51.4,73700,86402
340,u000340@outlook.com,황지유,40,F,대전,23SEP2023,paid_search,pc,bronze,1,20AUG2025,0,0,1,35.8,1,Low,B,47.1,39475,43169
341,u000341@hanmail.net,오다은,41,M,인천,09DEC2024,social,mobile,vip,1,07JUL2025,4467855,2,1,58.3,2,High,A,52.1,63299,66455
342,u000342@outlook.com,장준호,24,F,부산,05MAY2024,paid_search,mobile,vip,1,03NOV2024,4772305,5,1,72.4,1,Low,C,52.2,47118,56521
343,u000343@naver.com,임수아,34,F,전북,20MAY2025,referral,mobile,bronze,1,05DEC2025,0,0,1,45.9,0,Low,A,62.9,33960,42373
344,u000344@gmail.com,황지호,19,F,광주,08SEP2023,social,mobile,bronze,1,,0,0,1,36.5,2,High,C,61.0,36321,45047
345,u000345@gmail.com,임지안,35,M,인천,11DEC2024,email,pc,platinum,1,11DEC2024,2246680,3,1,56.6,2,High,A,56.5,25107,31644
346,u000346@daum.net,장주원,53,F,경남,14MAR2023,social,tablet,platinum,0,25MAY2025,2577215,2,1,66.4,1,Low,C,46.7,52345,55467
347,u000347@hanmail.net,박민서,25,M,대구,08JAN2023,paid_search,mobile,gold,0,25JUN2024,909065,2,1,39.0,1,Low,C,60.3,54050,48381
348,u000348@naver.com,류예준,18,F,대전,12DEC2024,paid_search,mobile,gold,1,12DEC2024,1043565,4,1,40.1,1,Low,A,29.3,66648,69156
349,u000349@gmail.com,한수아,58,F,서울,18NOV2025,organic,mobile,silver,0,18NOV2025,441365,4,1,45.5,4,High,C,63.0,29826,37052
350,u000350@gmail.com,강윤서,29,M,전북,06FEB2025,other,mobile,vip,1,28MAR2026,3644265,5,1,63.9,2,High,B,48.7,36737,41676
351,u000351@kakao.com,강하은,14,M,세종,27JAN2023,social,mobile,platinum,1,,1771610,5,1,64.7,1,Low,A,30.8,60748,56057
